BlueUp-01-016167,28-11-2017,16:53:7,-95
BlueUp-01-016167,28-11-2017,16:53:11,-88
BlueUp-01-016167,28-11-2017,16:53:13,-87
BlueUp-01-016167,28-11-2017,16:53:15,-95
BlueUp-01-016167,28-11-2017,16:53:17,-94
BlueUp-01-016167,28-11-2017,16:53:23,-90
BlueUp-01-016167,28-11-2017,16:53:27,-93
BlueUp-01-016167,28-11-2017,16:53:29,-93
BlueUp-01-016167,28-11-2017,16:53:31,-93
BlueUp-01-016167,28-11-2017,16:53:33,-96
BlueUp-01-016167,28-11-2017,16:53:35,-89
BlueUp-01-016167,28-11-2017,16:53:37,-89
BlueUp-01-016167,28-11-2017,16:53:39,-89
BlueUp-01-016167,28-11-2017,16:53:45,-95
BlueUp-01-016167,28-11-2017,16:53:47,-95
BlueUp-01-016167,28-11-2017,16:53:49,-96
BlueUp-01-016167,28-11-2017,16:53:51,-97
BlueUp-01-016167,28-11-2017,16:53:53,-89
BlueUp-01-016167,28-11-2017,16:54:1,-98
BlueUp-01-016167,28-11-2017,16:54:3,-99
BlueUp-01-016167,28-11-2017,16:54:7,-90
BlueUp-01-016167,28-11-2017,16:54:9,-91
BlueUp-01-016167,28-11-2017,16:54:11,-94
BlueUp-01-016167,28-11-2017,16:54:13,-94
BlueUp-01-016167,28-11-2017,16:54:15,-100
BlueUp-01-016167,28-11-2017,16:54:17,-90
BlueUp-01-016167,28-11-2017,16:54:19,-90
BlueUp-01-016167,28-11-2017,16:54:21,-93
BlueUp-01-016167,28-11-2017,16:54:23,-94
BlueUp-01-016167,28-11-2017,16:54:25,-98
BlueUp-01-016167,28-11-2017,16:54:27,-89
BlueUp-01-016167,28-11-2017,16:54:29,-89
BlueUp-01-016167,28-11-2017,16:54:33,-95
BlueUp-01-016167,28-11-2017,16:54:35,-94
BlueUp-01-016167,28-11-2017,16:54:39,-90
BlueUp-01-016167,28-11-2017,16:54:41,-89
BlueUp-01-016167,28-11-2017,16:54:45,-93
BlueUp-01-016167,28-11-2017,16:54:47,-95
BlueUp-01-016167,28-11-2017,16:54:49,-98
BlueUp-01-016167,28-11-2017,16:54:51,-89
BlueUp-01-016167,28-11-2017,16:54:53,-89
BlueUp-01-016167,28-11-2017,16:54:57,-93
BlueUp-01-016167,28-11-2017,16:54:59,-95
BlueUp-01-016167,28-11-2017,16:55:1,-99
BlueUp-01-016167,28-11-2017,16:55:3,-98
BlueUp-01-016167,28-11-2017,16:55:5,-89
BlueUp-01-016167,28-11-2017,16:55:7,-94
BlueUp-01-016167,28-11-2017,16:55:9,-94
BlueUp-01-016167,28-11-2017,16:55:11,-100
BlueUp-01-016167,28-11-2017,16:55:13,-88
BlueUp-01-016167,28-11-2017,16:55:15,-89
BlueUp-01-016167,28-11-2017,16:55:17,-88
BlueUp-01-016167,28-11-2017,16:55:19,-89
BlueUp-01-016167,28-11-2017,16:55:23,-93
BlueUp-01-016167,28-11-2017,16:55:25,-97
BlueUp-01-016167,28-11-2017,16:55:27,-88
BlueUp-01-016167,28-11-2017,16:55:29,-89
BlueUp-01-016167,28-11-2017,16:55:33,-93
BlueUp-01-016167,28-11-2017,16:55:35,-94
BlueUp-01-016167,28-11-2017,16:55:37,-97
BlueUp-01-016167,28-11-2017,16:55:39,-89
BlueUp-01-016167,28-11-2017,16:55:45,-94
BlueUp-01-016167,28-11-2017,16:55:47,-97
BlueUp-01-016167,28-11-2017,16:55:51,-89
BlueUp-01-016167,28-11-2017,16:55:53,-94
BlueUp-01-016167,28-11-2017,16:55:55,-100
BlueUp-01-016167,28-11-2017,16:55:57,-99
BlueUp-01-016167,28-11-2017,16:56:1,-99
BlueUp-01-016167,28-11-2017,16:56:3,-89
BlueUp-01-016167,28-11-2017,16:56:5,-88
BlueUp-01-016167,28-11-2017,16:56:9,-94
BlueUp-01-016167,28-11-2017,16:56:13,-97
BlueUp-01-016167,28-11-2017,16:56:19,-88
BlueUp-01-016167,28-11-2017,16:56:23,-94
BlueUp-01-016167,28-11-2017,16:56:27,-101
BlueUp-01-016167,28-11-2017,16:56:31,-89
BlueUp-01-016167,28-11-2017,16:56:33,-89
BlueUp-01-016167,28-11-2017,16:56:35,-89
BlueUp-01-016167,28-11-2017,16:56:39,-94
BlueUp-01-016167,28-11-2017,16:56:41,-101
BlueUp-01-016167,28-11-2017,16:56:43,-89
BlueUp-01-016167,28-11-2017,16:56:45,-89
BlueUp-01-016167,28-11-2017,16:56:47,-89
BlueUp-01-016167,28-11-2017,16:56:49,-94
BlueUp-01-016167,28-11-2017,16:56:55,-90
BlueUp-01-016167,28-11-2017,16:56:57,-90
BlueUp-01-016167,28-11-2017,16:56:59,-94
BlueUp-01-016167,28-11-2017,16:57:3,-90
BlueUp-01-016167,28-11-2017,16:57:5,-89
BlueUp-01-016167,28-11-2017,16:57:9,-93
BlueUp-01-016167,28-11-2017,16:57:11,-93
BlueUp-01-016167,28-11-2017,16:57:13,-95
BlueUp-01-016167,28-11-2017,16:57:19,-88
BlueUp-01-016167,28-11-2017,16:57:21,-94
BlueUp-01-016167,28-11-2017,16:57:23,-92
BlueUp-01-016167,28-11-2017,16:57:25,-97
BlueUp-01-016167,28-11-2017,16:57:27,-98
BlueUp-01-016167,28-11-2017,16:57:29,-87
BlueUp-01-016167,28-11-2017,16:57:31,-91
BlueUp-01-016167,28-11-2017,16:57:35,-96
BlueUp-01-016167,28-11-2017,16:57:41,-89
BlueUp-01-016167,28-11-2017,16:57:43,-88
BlueUp-01-016167,28-11-2017,16:57:45,-95
BlueUp-01-016167,28-11-2017,16:57:47,-93
BlueUp-01-016167,28-11-2017,16:57:53,-91
BlueUp-01-016167,28-11-2017,16:57:55,-91
BlueUp-01-016167,28-11-2017,16:58:3,-102
BlueUp-01-016167,28-11-2017,16:58:5,-93
BlueUp-01-016167,28-11-2017,16:58:9,-102
BlueUp-01-016167,28-11-2017,16:58:13,-98
BlueUp-01-016167,28-11-2017,16:58:15,-94
BlueUp-01-016167,28-11-2017,16:58:17,-93
BlueUp-01-016167,28-11-2017,16:58:19,-90
BlueUp-01-016167,28-11-2017,16:58:21,-96
BlueUp-01-016167,28-11-2017,16:58:23,-96
BlueUp-01-016167,28-11-2017,16:58:27,-95
BlueUp-01-016167,28-11-2017,16:58:29,-96
BlueUp-01-016167,28-11-2017,16:58:35,-90
BlueUp-01-016167,28-11-2017,16:58:37,-90
BlueUp-01-016167,28-11-2017,16:58:43,-92
BlueUp-01-016167,28-11-2017,16:58:45,-86
BlueUp-01-016167,28-11-2017,16:58:47,-97
BlueUp-01-016167,28-11-2017,16:58:49,-95
BlueUp-01-016167,28-11-2017,16:58:51,-98
BlueUp-01-016166,28-11-2017,16:58:52,-98
BlueUp-01-016167,28-11-2017,16:58:53,-96
BlueUp-01-016167,28-11-2017,16:58:55,-89
BlueUp-01-016167,28-11-2017,16:58:57,-91
BlueUp-01-016167,28-11-2017,16:58:59,-90
BlueUp-01-016167,28-11-2017,16:59:1,-96
BlueUp-01-016166,28-11-2017,16:59:4,-97
BlueUp-01-016167,28-11-2017,16:59:5,-92
BlueUp-01-016167,28-11-2017,16:59:9,-92
BlueUp-01-016167,28-11-2017,16:59:11,-97
BlueUp-01-016167,28-11-2017,16:59:13,-92
BlueUp-01-016166,28-11-2017,16:59:14,-101
BlueUp-01-016167,28-11-2017,16:59:15,-99
BlueUp-01-016167,28-11-2017,16:59:19,-98
BlueUp-01-016167,28-11-2017,16:59:21,-94
BlueUp-01-016167,28-11-2017,16:59:23,-93
BlueUp-01-016167,28-11-2017,16:59:25,-98
BlueUp-01-016167,28-11-2017,16:59:27,-90
BlueUp-01-016167,28-11-2017,16:59:29,-89
BlueUp-01-016167,28-11-2017,16:59:35,-89
BlueUp-01-016167,28-11-2017,16:59:37,-91
BlueUp-01-016167,28-11-2017,16:59:39,-91
BlueUp-01-016167,28-11-2017,16:59:41,-85
BlueUp-01-016167,28-11-2017,16:59:43,-84
BlueUp-01-016167,28-11-2017,16:59:45,-88
BlueUp-01-016167,28-11-2017,16:59:47,-91
BlueUp-01-016166,28-11-2017,16:59:48,-95
BlueUp-01-016167,28-11-2017,16:59:51,-93
BlueUp-01-016167,28-11-2017,16:59:55,-97
BlueUp-01-016166,28-11-2017,16:59:58,-99
BlueUp-01-016167,28-11-2017,16:59:59,-91
BlueUp-01-016167,28-11-2017,17:0:1,-92
BlueUp-01-016167,28-11-2017,17:0:7,-90
BlueUp-01-016167,28-11-2017,17:0:9,-99
BlueUp-01-016166,28-11-2017,17:0:10,-95
BlueUp-01-016167,28-11-2017,17:0:11,-89
BlueUp-01-016167,28-11-2017,17:0:13,-94
BlueUp-01-016166,28-11-2017,17:0:16,-96
BlueUp-01-016167,28-11-2017,17:0:17,-94
BlueUp-01-016167,28-11-2017,17:0:23,-98
BlueUp-01-016167,28-11-2017,17:0:25,-93
BlueUp-01-016167,28-11-2017,17:0:27,-94
BlueUp-01-016167,28-11-2017,17:0:31,-98
BlueUp-01-016167,28-11-2017,17:0:33,-93
BlueUp-01-016167,28-11-2017,17:0:35,-99
BlueUp-01-016166,28-11-2017,17:0:36,-100
BlueUp-01-016167,28-11-2017,17:0:41,-96
BlueUp-01-016167,28-11-2017,17:0:43,-95
BlueUp-01-016167,28-11-2017,17:0:45,-89
BlueUp-01-016167,28-11-2017,17:0:47,-88
BlueUp-01-016167,28-11-2017,17:0:53,-91
BlueUp-01-016167,28-11-2017,17:0:55,-96
BlueUp-01-016167,28-11-2017,17:0:57,-89
BlueUp-01-016167,28-11-2017,17:1:1,-93
BlueUp-01-016167,28-11-2017,17:1:3,-89
BlueUp-01-016167,28-11-2017,17:1:5,-87
BlueUp-01-016167,28-11-2017,17:1:11,-90
BlueUp-01-016167,28-11-2017,17:1:13,-95
BlueUp-01-016167,28-11-2017,17:1:15,-82
BlueUp-01-016167,28-11-2017,17:1:17,-86
BlueUp-01-016167,28-11-2017,17:1:19,-84
BlueUp-01-016167,28-11-2017,17:1:23,-95
BlueUp-01-016167,28-11-2017,17:1:35,-93
BlueUp-01-016167,28-11-2017,17:1:37,-99
BlueUp-01-016167,28-11-2017,17:1:39,-99
BlueUp-01-016167,28-11-2017,17:1:41,-94
BlueUp-01-016166,28-11-2017,17:1:42,-101
BlueUp-01-016167,28-11-2017,17:1:47,-91
BlueUp-01-016167,28-11-2017,17:1:55,-98
BlueUp-01-016167,28-11-2017,17:2:1,-99
BlueUp-01-016167,28-11-2017,17:2:3,-99
BlueUp-01-016167,28-11-2017,17:2:9,-87
BlueUp-01-016167,28-11-2017,17:2:13,-98
BlueUp-01-016167,28-11-2017,17:2:21,-89
BlueUp-01-016167,28-11-2017,17:2:23,-87
BlueUp-01-016167,28-11-2017,17:2:31,-89
BlueUp-01-016167,28-11-2017,17:2:33,-93
BlueUp-01-016167,28-11-2017,17:2:35,-96
BlueUp-01-016167,28-11-2017,17:2:39,-87
BlueUp-01-016167,28-11-2017,17:2:41,-87
BlueUp-01-016167,28-11-2017,17:2:51,-103
BlueUp-01-016166,28-11-2017,17:2:58,-97
BlueUp-01-016166,28-11-2017,17:3:6,-98
BlueUp-01-016166,28-11-2017,17:3:8,-99
BlueUp-01-016166,28-11-2017,17:3:20,-95
BlueUp-01-016166,28-11-2017,17:3:22,-98
BlueUp-01-016166,28-11-2017,17:3:32,-97
BlueUp-01-016166,28-11-2017,17:3:36,-97
BlueUp-01-016166,28-11-2017,17:3:46,-97
BlueUp-01-016166,28-11-2017,17:3:48,-97
BlueUp-01-016166,28-11-2017,17:4:4,-98
BlueUp-01-016166,28-11-2017,17:4:18,-103
BlueUp-01-016166,28-11-2017,17:4:30,-98
BlueUp-01-016167,28-11-2017,17:9:29,-97
BlueUp-01-016167,28-11-2017,17:9:57,-96
BlueUp-01-016166,28-11-2017,17:10:28,-94
BlueUp-01-016166,28-11-2017,17:10:32,-92
BlueUp-01-016167,28-11-2017,17:11:7,-100
BlueUp-01-016167,28-11-2017,17:11:9,-98
BlueUp-01-016167,28-11-2017,17:11:11,-96
BlueUp-01-016166,28-11-2017,17:11:20,-88
BlueUp-01-016166,28-11-2017,17:11:22,-88
BlueUp-01-016166,28-11-2017,17:11:24,-97
BlueUp-01-016167,28-11-2017,17:11:27,-97
BlueUp-01-016166,28-11-2017,17:11:50,-98
BlueUp-01-016166,28-11-2017,17:11:52,-102
BlueUp-01-016166,28-11-2017,17:11:54,-95
BlueUp-01-016166,28-11-2017,17:11:56,-95
BlueUp-01-016166,28-11-2017,17:12:4,-96
BlueUp-01-016166,28-11-2017,17:12:24,-97
BlueUp-01-016166,28-11-2017,17:12:32,-91
BlueUp-01-016166,28-11-2017,17:12:46,-96
BlueUp-01-016166,28-11-2017,17:13:10,-94
BlueUp-01-016166,28-11-2017,17:13:12,-98
BlueUp-01-016166,28-11-2017,17:13:22,-97
BlueUp-01-016166,28-11-2017,17:13:24,-94
BlueUp-01-016166,28-11-2017,17:13:26,-96
BlueUp-01-016166,28-11-2017,17:13:30,-99
BlueUp-01-016166,28-11-2017,17:13:36,-95
BlueUp-01-016166,28-11-2017,17:14:20,-82
BlueUp-01-016166,28-11-2017,17:14:22,-78
BlueUp-01-016167,28-11-2017,17:14:29,-96
BlueUp-01-016166,28-11-2017,17:14:30,-87
BlueUp-01-016166,28-11-2017,17:14:32,-83
BlueUp-01-016167,28-11-2017,17:14:35,-87
BlueUp-01-016166,28-11-2017,17:14:38,-69
BlueUp-01-016167,28-11-2017,17:14:39,-86
BlueUp-01-016166,28-11-2017,17:14:40,-87
BlueUp-01-016166,28-11-2017,17:14:42,-71
BlueUp-01-016167,28-11-2017,17:14:43,-64
BlueUp-01-016166,28-11-2017,17:14:44,-84
BlueUp-01-016167,28-11-2017,17:14:45,-95
BlueUp-01-016166,28-11-2017,17:14:46,-81
BlueUp-01-016167,28-11-2017,17:14:47,-79
BlueUp-01-016166,28-11-2017,17:14:48,-76
BlueUp-01-016167,28-11-2017,17:14:49,-76
BlueUp-01-016166,28-11-2017,17:14:54,-64
